Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Term Source 2 REF	Term Source 2 Accession	hORFeome V5.1 Identifier	hORFeome V5.1 Clone Description	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Comments
31015	29	C5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12584	Homo sapiens mitochondrial translational release factor 1		9617	MTRF1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	30	C6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12676	"Homo sapiens chorionic gonadotropin, beta polypeptide"		1082	CGB				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	31	C7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12699	Homo sapiens regulator of G-protein signalling 5		8490	RGS5				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	32	C8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12727	Homo sapiens coated vesicle membrane protein		10959	TMED2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	33	C9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12804	Homo sapiens chromosome 9 open reading frame 28		89853	FAM125B				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	34	C10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12679	"Homo sapiens immunoglobulin lambda variable 3-25, mRNA (cDNA clone MGC:39283 IMAGE:4856249), complete cds."		28793	IGLV3-25				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	35	C11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12625	"Homo sapiens immunoglobulin lambda variable 4-3, mRNA (cDNA clone MGC:31941 IMAGE:4852873), complete cds."		28786	IGLV4-3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	36	C12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12787	"Homo sapiens membrane-spanning 4-domains, subfamily A, member 6A, transcript variant 1"		64231	MS4A6A				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	37	D1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12496	"Homo sapiens WW domain binding protein 5, transcript variant 1"		51186	WBP5				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	38	D2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12620	Homo sapiens chromosome 11 open reading frame 31		280636	C11orf31				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	39	D3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12795	Homo sapiens LOC148823		148823	C1orf150				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	40	D4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12549	Homo sapiens DNA segment on chromosome X (unique) 9879 expressed sequence		8270	LAGE3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	41	D5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12448	Homo sapiens mitochondrial ribosomal protein L23		6150	MRPL23				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	42	D6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12553	Homo sapiens FGFR1 oncogene partner 2		26127	FGFR1OP2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	43	D7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12585	"Homo sapiens troponin I, skeletal, fast"		7136	TNNI2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	44	D8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12595	Homo sapiens GAJ protein		84057	MND1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	45	D9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12441	Homo sapiens hypothetical protein FLJ22965		63932	CXorf56				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	46	D10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12516	Homo sapiens chromosome 10 open reading frame 84		63877	C10orf84				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	47	D11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12704	"Homo sapiens cell division cycle associated 4, transcript variant 1"		55038	CDCA4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	48	D12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12613	"Homo sapiens interferon, gamma-inducible protein 30"		10437	IFI30				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	49	E1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12709	Homo sapiens chromosome 19 open reading frame 23		148046	C19orf23				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	50	E2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12799	Homo sapiens Tax1 (human T-cell leukemia virus type I) binding protein 3		30851	TAX1BP3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	51	E3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12766	Homo sapiens hypothetical protein MGC45731		90874	ZNF697				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	52	E4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12717	Homo sapiens maternal G10 transcript		8896	BUD31				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	53	E5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12557	"Homo sapiens zinc finger, HIT domain containing 1"		10467	ZNHIT1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	54	E6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12468	Homo sapiens chromosome 6 open reading frame 136		221545	C6orf136				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	55	E7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12527	Homo sapiens hypothetical protein GL009		84522	JAGN1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	56	E8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12493	Homo sapiens lin-28 homolog (C. elegans		79727	LIN28A				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	57	E9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12419	Homo sapiens hypothetical protein BC013949		115098	CCDC124				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	58	E10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12636	"Homo sapiens immunoglobulin lambda variable 2-14, mRNA (cDNA clone MGC:31942 IMAGE:4854511), complete cds."		28815	IGLV2-14				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	59	E11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12729	Homo sapiens hypothetical protein FLJ13984		79828	METTL8				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	60	E12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12806	Homo sapiens PTK9 protein tyrosine kinase 9		5756	TWF1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	61	F1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12830	Homo sapiens chromosome 14 open reading frame 156		81892	C14orf156				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	62	F2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12476	"Homo sapiens growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae"		2671	GFER				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	63	F3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12774	"Homo sapiens histone 1, H3d"		8351	HIST1H3D				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	64	F4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12528	"Homo sapiens granulysin, transcript variant NKG5"		10578	GNLY				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	65	F5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12826	Homo sapiens hypothetical protein FLJ31659		152756	C4orf39				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	66	F6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12408	"Homo sapiens protein tyrosine phosphatase type IVA, member 1"		7803	PTP4A1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	67	F7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12482	Homo sapiens dual specificity phosphatase 22		56940	DUSP22				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	68	F8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12623	Homo sapiens KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1		10945	KDELR1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	69	F9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12598	"Homo sapiens leucine rich repeat containing 29, transcript variant 1"		26231	LRRC29				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	70	F10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12671	"Homo sapiens RAB20, member RAS oncogene family"		55647	RAB20				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	71	F11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12554	"Homo sapiens complement component 1, q subcomponent, alpha polypeptide"		712	C1QA				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	72	F12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12724	Homo sapiens small nuclear ribonucleoprotein polypeptide A'		6627	SNRPA1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	73	G1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12414	Homo sapiens tumor suppressor candidate 2		11334	TUSC2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	74	G2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12814	Homo sapiens KIAA1598		57698	KIAA1598				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	75	G3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12462	Homo sapiens signal recognition particle 14kDa (homologous Alu RNA binding protein		6727	SRP14				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	76	G4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12515	"Homo sapiens peptidylprolyl isomerase (cyclophilin)-like 5, transcript variant 3"		122769	PPIL5				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	77	G5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12765	Homo sapiens twist homolog 2 (Drosophila		117581	TWIST2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	78	G6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12587	"Homo sapiens vitamin K epoxide reductase complex, subunit 1-like 1"		154807	VKORC1L1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	79	G7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12794	Homo sapiens thioredoxin domain containing 9		10190	TXNDC9				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	80	G8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12578	Homo sapiens hypothetical protein MGC29729		92002	FAM58A				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	81	G9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12691	Homo sapiens membrane protein expressed in epithelial-like lung adenocarcinoma		79850	FAM57A				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	82	G10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12596	"Homo sapiens cDNA clone MGC:31944 IMAGE:4878869, complete cds."							DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	83	G11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12565	"Homo sapiens proteasome (prosome, macropain) subunit, alpha type, 6"		5687	PSMA6				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	84	G12																annotation not available
31015	85	H1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12801	"Homo sapiens polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa"		5439	POLR2J				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	86	H2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12597	Homo sapiens brain protein I3		25798	BRI3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	87	H3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12461	Homo sapiens hypothetical protein PRO2730		80335	WDR82				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	88	H4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12465	Homo sapiens microsomal glutathione S-transferase 2		4258	MGST2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	89	H5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12566	"Homo sapiens chromosome 9 open reading frame 23, transcript variant 1"		138716	C9orf23				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	90	H6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12661	Homo sapiens RNA binding motif protein 4		5936	RBM4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	91	H7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12453	Homo sapiens vesicular membrane protein p24		140767	NRSN1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	92	H8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12606	Homo sapiens high-mobility group 20B		10362	HMG20B				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	93	H9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12577	Homo sapiens chromosome 20 open reading frame 11		54994	C20orf11				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	94	H10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12421	Homo sapiens TGFB-induced factor 2 (TALE family homeobox		60436	TGIF2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	95	H11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12759	Homo sapiens hypothetical protein FLJ20433		54932	EXD3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31015	96	H12																annotation not available
31016	1	A1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12776	Homo sapiens mitochondrial ribosomal protein S15		64960	MRPS15				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	2	A2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12429	"Homo sapiens eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein), transcript variant 2"		1936	EEF1D				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	3	A3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12432	Homo sapiens sine oculis homeobox homolog 2 (Drosophila		10736	SIX2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	4	A4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12552	Homo sapiens calcium binding protein 1 (calbrain		9478	CABP1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	5	A5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12592	Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 39		10212	DDX39				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	6	A6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12545	"Homo sapiens FtsJ homolog 1 (E. coli), transcript variant 1"		24140	FTSJ1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	7	A7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12469	Homo sapiens tubulin-specific chaperone c		6903	TBCC				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	8	A8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12498	Homo sapiens acid acyltransferase-epsilon		55326	AGPAT5				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	9	A9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12524	"Homo sapiens lipoic acid synthetase, transcript variant 1"		11019	LIAS				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	10	A10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12460	"Homo sapiens Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse), transcript variant f"		4212	MEIS2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	11	A11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12420	Homo sapiens RNA binding motif and ELMO domain 1		84173	ELMOD3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	12	A12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12559	Homo sapiens epithelial stromal interaction 1 (breast		94240	EPSTI1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	13	B1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12601	Homo sapiens KIAA1530 protein		57654	KIAA1530				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	14	B2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12543	Homo sapiens hypothetical protein FLJ36888		126526	C19orf47				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	15	B3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12593	Homo sapiens asialoglycoprotein receptor 1		432	ASGR1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	16	B4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12544	"Homo sapiens upstream transcription factor 1, transcript variant 1"		7391	USF1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	17	B5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12410	"Homo sapiens acid phosphatase 5, tartrate resistant"		54	ACP5				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	18	B6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12459	Homo sapiens hypothetical protein FLJ23191		79625	C4orf31				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	19	B7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12822	Homo sapiens gycosyltransferase		83468	GLT8D2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	20	B8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12456	Homo sapiens F-box and leucine-rich repeat protein 18		80028	FBXL18				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	21	B9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12447	Homo sapiens G protein-coupled receptor 92		57121	LPAR5				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	22	B10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12655	"Homo sapiens apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G"		60489	APOBEC3G				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	23	B11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12735	Homo sapiens 4-hydroxyphenylpyruvate dioxygenase		3242	HPD				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	24	B12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12512	Homo sapiens vaccinia related kinase 3		51231	VRK3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	25	C1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12656	Homo sapiens 30 kDa protein		55831	TMEM111				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	26	C2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12640	Homo sapiens hypothetical protein MGC31967		203260	CCDC107				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	27	C3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12513	Homo sapiens mitochondrial ribosomal protein L19		9801	MRPL19				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	28	C4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12494	Homo sapiens APG3 autophagy 3-like (S. cerevisiae		64422	ATG3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	29	C5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12427	Homo sapiens zinc finger protein 187		7741	ZNF187				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	30	C6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12539	Homo sapiens hypothetical protein FLJ22222		79701	C17orf101				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	31	C7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12829	Homo sapiens sperm equatorial segment protein 1		246777	SPESP1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	32	C8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12820	Homo sapiens developmentally regulated GTP binding protein 1		4733	DRG1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	33	C9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12611	"Homo sapiens actin, gamma 1"		71	ACTG1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	34	C10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12793	Homo sapiens transcription termination factor-like protein		80298	MTERFD3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	35	C11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12411	Homo sapiens elongation factor RNA polymerase II-like 3		80237	ELL3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	36	C12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12674	"Homo sapiens acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain"		35	ACADS				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	37	D1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12618	Homo sapiens hypothetical protein FLJ13909		80178	C16orf59				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	38	D2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12555	Homo sapiens HSPC135 protein		29083	GTPBP8				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	39	D3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12583	Homo sapiens ribosomal protein S2		6187	RPS2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	40	D4	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12694	"Homo sapiens phospholipase A2, group IVB (cytosolic"		8681	JMJD7				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	41	D5	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12484	Homo sapiens ubiquitin carboxyl-terminal hydrolase L5		51377	UCHL5				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	42	D6	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12422	Homo sapiens nei like 2 (E. coli		252969	NEIL2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	43	D7	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12739	"Homo sapiens guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3"		2773	GNAI3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	44	D8	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12409	Homo sapiens hypothetical protein BC004507		90313	TP53I13				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	45	D9	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12657	Homo sapiens chromosome 21 open reading frame 2		755	C21orf2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	46	D10	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12589	Homo sapiens hypothetical protein MGC29671		201305	SPNS3				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	47	D11	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12570	"Homo sapiens tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin"		4982	TNFRSF11B				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	48	D12	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12407	Homo sapiens Enah/Vasp-like		51466	EVL				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	49	E1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12591	Homo sapiens surfeit 4		6836	SURF4				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	50	E2	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12696	Homo sapiens hypothetical protein MGC39389		124790	HEXIM2				DAPI:nuclei;TRITC:HA_Flag tagged protein	
31016	51	E3	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	12542	Homo sapiens cyclin D1 (PRAD1: parathyroid adenomatosis 1		595	CCND1				DAPI:nuclei;TRITC:HA_Flag tagged protein	
